gene_id contig start end strand n_transcripts total_exons_length first_transcript other_transcripts
XLOC_009443 scaffold_1610 48402 52289 - 2 2152 TCONS_00018082 TCONS_00018083
XLOC_009444 scaffold_1611 771 4407 . 1 3637 TCONS_00018084 NA
XLOC_009445 scaffold_1612 11 26807 - 2 12928 TCONS_00018085 TCONS_00018086
XLOC_009446 scaffold_1612 37192 38164 - 1 826 TCONS_00018087 NA
XLOC_009447 scaffold_1612 39607 56944 - 3 5751 TCONS_00018088 TCONS_00018090;TCONS_00018089
XLOC_009448 scaffold_1613 1163 24243 - 5 6264 TCONS_00018092 TCONS_00018091;TCONS_00018093;TCONS_00018095;TCONS_00018094
XLOC_009449 scaffold_1614 6416 36354 + 8 9577 TCONS_00018096 TCONS_00018097;TCONS_00018098;TCONS_00018101;TCONS_00018100;TCONS_00018099;TCONS_00018103;TCONS_00018102
XLOC_009450 scaffold_1614 31251 42005 - 2 7029 TCONS_00018104 TCONS_00018105
XLOC_009451 scaffold_1614 856 2141 . 1 1286 TCONS_00018106 NA
XLOC_009452 scaffold_1614 42277 46311 . 1 4035 TCONS_00018107 NA
XLOC_009453 scaffold_1615 6557 9285 + 1 1281 TCONS_00018108 NA
XLOC_009454 scaffold_1615 14316 48778 + 4 2802 TCONS_00018110 TCONS_00018109;TCONS_00018111;TCONS_00018112
XLOC_009455 scaffold_1615 8429 14209 - 1 2169 TCONS_00018113 NA
XLOC_009456 scaffold_1615 2 3856 . 1 3855 TCONS_00018114 NA
XLOC_009457 scaffold_1615 42937 48261 . 1 5325 TCONS_00018115 NA
XLOC_009458 scaffold_1616 13896 20317 + 3 2530 TCONS_00018116 TCONS_00018117;TCONS_00018118
XLOC_009459 scaffold_1616 20865 22734 + 1 639 TCONS_00018119 NA
XLOC_009460 scaffold_1616 6 2961 - 2 820 TCONS_00018120 TCONS_00018121
XLOC_009461 scaffold_1616 3401 13200 - 2 2926 TCONS_00018122 TCONS_00018123
XLOC_009462 scaffold_1617 23507 26651 + 2 2327 TCONS_00018125 TCONS_00018124
XLOC_009463 scaffold_1617 26862 41222 + 2 4466 TCONS_00018127 TCONS_00018126
XLOC_009464 scaffold_1617 7038 9173 - 2 1467 TCONS_00018128 TCONS_00018129
XLOC_009465 scaffold_1617 7 5726 . 1 5720 TCONS_00018130 NA
XLOC_009466 scaffold_1617 13081 14097 . 1 1017 TCONS_00018131 NA
XLOC_009467 scaffold_1618 579 3112 - 3 1775 TCONS_00018132 TCONS_00018133;TCONS_00018134
XLOC_009468 scaffold_1619 12525 60189 + 1 499 TCONS_00018135 NA
XLOC_009469 scaffold_1619 15818 16905 . 1 1088 TCONS_00018136 NA
XLOC_009470 scaffold_162 303 10077 + 1 1124 TCONS_00018137 NA
XLOC_009471 scaffold_162 4503 7339 + 1 1094 TCONS_00018138 NA
XLOC_009472 scaffold_1620 1018 2126 . 1 1109 TCONS_00018139 NA
XLOC_009473 scaffold_1620 3020 3592 . 1 573 TCONS_00018140 NA
XLOC_009474 scaffold_1620 4016 4706 . 1 691 TCONS_00018141 NA
XLOC_009475 scaffold_1621 22925 25034 + 1 1306 TCONS_00018142 NA
XLOC_009476 scaffold_1621 63095 68316 + 2 3557 TCONS_00018143 TCONS_00018144
XLOC_009477 scaffold_1621 74845 83796 + 2 8324 TCONS_00018146 TCONS_00018145
XLOC_009478 scaffold_1621 88579 98268 + 2 6949 TCONS_00018147 TCONS_00018148
XLOC_009479 scaffold_1621 9885 22442 - 1 2155 TCONS_00018149 NA
XLOC_009480 scaffold_1621 27488 37024 - 2 3891 TCONS_00018150 TCONS_00018151
XLOC_009481 scaffold_1621 37844 62897 - 3 5824 TCONS_00018153 TCONS_00018152;TCONS_00018154
XLOC_009482 scaffold_1621 66082 72075 - 2 5432 TCONS_00018156 TCONS_00018155
XLOC_009483 scaffold_1621 77673 85507 - 2 6792 TCONS_00018158 TCONS_00018157
XLOC_009484 scaffold_1621 110949 141131 - 5 2651 TCONS_00018159 TCONS_00018160;TCONS_00018161;TCONS_00018163;TCONS_00018162
XLOC_009485 scaffold_1621 14529 16208 . 1 1680 TCONS_00018164 NA
XLOC_009486 scaffold_1622 9838 20226 + 6 4425 TCONS_00018166 TCONS_00018165;TCONS_00018167;TCONS_00018168;TCONS_00018170;TCONS_00018169
XLOC_009487 scaffold_1622 2193 9661 - 2 4810 TCONS_00018171 TCONS_00018172
XLOC_009488 scaffold_1622 26770 120104 - 6 2847 TCONS_00018173 TCONS_00018174;TCONS_00018175;TCONS_00018176;TCONS_00018177;TCONS_00018178
XLOC_009489 scaffold_1622 20546 24057 . 1 3512 TCONS_00018179 NA
XLOC_009490 scaffold_1622 24831 25594 . 1 764 TCONS_00018180 NA
XLOC_009491 scaffold_1622 25711 26285 . 1 575 TCONS_00018181 NA
XLOC_009492 scaffold_1622 76245 76958 . 1 714 TCONS_00018182 NA
XLOC_009493 scaffold_1623 26039 30435 - 1 1226 TCONS_00018183 NA
XLOC_009494 scaffold_1623 2569 3937 . 1 1369 TCONS_00018184 NA
XLOC_009495 scaffold_1624 1244 26443 + 2 1298 TCONS_00018185 TCONS_00018186
XLOC_009496 scaffold_1624 29025 32413 + 1 1237 TCONS_00018187 NA
XLOC_009497 scaffold_1625 523 7011 + 3 3354 TCONS_00018188 TCONS_00018189;TCONS_00018190
XLOC_009498 scaffold_1625 15871 22431 + 4 2229 TCONS_00018191 TCONS_00018192;TCONS_00018193;TCONS_00018194
XLOC_009499 scaffold_1625 35951 50308 + 4 9676 TCONS_00018196 TCONS_00018195;TCONS_00018197;TCONS_00018198
XLOC_009500 scaffold_1625 50465 53000 + 1 2042 TCONS_00018199 NA
XLOC_009501 scaffold_1625 9463 16073 - 2 4350 TCONS_00018201 TCONS_00018200
XLOC_009502 scaffold_1625 20299 35752 - 4 6256 TCONS_00018202 TCONS_00018203;TCONS_00018204;TCONS_00018205
XLOC_009503 scaffold_1625 8406 9303 . 1 898 TCONS_00018206 NA
XLOC_009504 scaffold_1626 1082 10555 - 2 1294 TCONS_00018207 TCONS_00018208
XLOC_009505 scaffold_1627 291 1538 . 1 1248 TCONS_00018209 NA
XLOC_009506 scaffold_1627 2882 4092 . 1 1211 TCONS_00018210 NA
XLOC_009507 scaffold_1627 4306 6430 . 1 2125 TCONS_00018211 NA
XLOC_009508 scaffold_1628 86132 214749 + 4 2879 TCONS_00018214 TCONS_00018213;TCONS_00018212;TCONS_00018215
XLOC_009509 scaffold_1628 1601 61336 - 15 5793 TCONS_00018216 TCONS_00018217;TCONS_00018218;TCONS_00018219;TCONS_00018220;TCONS_00018221;TCONS_00018222;TCONS_00018223;TCONS_00018224;TCONS_00018225;TCONS_00018227;TCONS_00018226;TCONS_00018228;TCONS_00018229;TCONS_00018230
XLOC_009510 scaffold_1628 55 831 . 1 777 TCONS_00018231 NA
XLOC_009511 scaffold_163 22451 29981 + 2 4557 TCONS_00018232 TCONS_00018233
XLOC_009512 scaffold_163 818 2350 - 1 424 TCONS_00018234 NA
XLOC_009513 scaffold_163 18280 22013 - 1 1615 TCONS_00018235 NA
XLOC_009514 scaffold_163 28489 76385 - 8 6711 TCONS_00018236 TCONS_00018237;TCONS_00018238;TCONS_00018239;TCONS_00018240;TCONS_00018241;TCONS_00018242;TCONS_00018243
XLOC_009515 scaffold_163 76963 80201 - 3 2068 TCONS_00018244 TCONS_00018245;TCONS_00018246
XLOC_009516 scaffold_163 15617 16865 . 1 1249 TCONS_00018247 NA
XLOC_009517 scaffold_163 17144 17949 . 1 806 TCONS_00018248 NA
XLOC_009518 scaffold_1630 85 1776 + 1 422 TCONS_00018249 NA
XLOC_009519 scaffold_1631 5903 28643 + 1 1489 TCONS_00018250 NA
XLOC_009520 scaffold_1632 547 7335 + 4 1105 TCONS_00018251 TCONS_00018252;TCONS_00018253;TCONS_00018254
XLOC_009521 scaffold_1632 1659 2917 . 1 1259 TCONS_00018255 NA
XLOC_009522 scaffold_1632 3038 3882 . 1 845 TCONS_00018256 NA
XLOC_009523 scaffold_1632 4030 5109 . 1 1080 TCONS_00018257 NA
XLOC_009524 scaffold_1633 404 5863 - 1 2254 TCONS_00018258 NA
XLOC_009525 scaffold_1634 1983 6969 - 3 1688 TCONS_00018259 TCONS_00018261;TCONS_00018260
XLOC_009526 scaffold_1635 4003 34118 + 5 3191 TCONS_00018262 TCONS_00018263;TCONS_00018265;TCONS_00018264;TCONS_00018266
XLOC_009527 scaffold_1635 5371 5825 . 1 455 TCONS_00018267 NA
XLOC_009528 scaffold_1636 1486 1740 . 1 255 TCONS_00018268 NA
XLOC_009529 scaffold_1637 3161 16759 + 1 3198 TCONS_00018269 NA
XLOC_009530 scaffold_1638 3363 5243 + 2 1777 TCONS_00018270 TCONS_00018271
XLOC_009531 scaffold_1638 441 5218 - 4 3733 TCONS_00018273 TCONS_00018272;TCONS_00018275;TCONS_00018274
XLOC_009532 scaffold_1638 5381 13110 - 2 2504 TCONS_00018276 TCONS_00018277
XLOC_009533 scaffold_1638 14169 20098 - 3 1468 TCONS_00018278 TCONS_00018279;TCONS_00018280
XLOC_009534 scaffold_1639 1186 3550 - 2 957 TCONS_00018281 TCONS_00018282
XLOC_009535 scaffold_1639 5965 18691 - 5 4089 TCONS_00018283 TCONS_00018285;TCONS_00018284;TCONS_00018287;TCONS_00018286
XLOC_009536 scaffold_1639 32722 92696 - 3 2561 TCONS_00018288 TCONS_00018290;TCONS_00018289
XLOC_009537 scaffold_164 1627 9535 - 2 1717 TCONS_00018291 TCONS_00018292
XLOC_009538 scaffold_1640 1445 1867 . 1 423 TCONS_00018293 NA
XLOC_009539 scaffold_1642 31 8179 + 3 1926 TCONS_00018294 TCONS_00018295;TCONS_00018296
XLOC_009540 scaffold_1643 24024 24805 + 1 540 TCONS_00018297 NA
XLOC_009541 scaffold_1643 968 23859 - 3 4834 TCONS_00018298 TCONS_00018300;TCONS_00018299
XLOC_009542 scaffold_1643 6579 9712 - 1 860 TCONS_00018301 NA
XLOC_009543 scaffold_1643 26838 32729 - 1 1868 TCONS_00018302 NA
XLOC_009544 scaffold_1644 168 49442 + 4 4474 TCONS_00018305 TCONS_00018306;TCONS_00018304;TCONS_00018303
XLOC_009545 scaffold_1646 5126 19956 - 5 4395 TCONS_00018309 TCONS_00018310;TCONS_00018308;TCONS_00018307;TCONS_00018311
XLOC_009546 scaffold_1646 694 2920 . 1 2227 TCONS_00018312 NA
XLOC_009547 scaffold_1647 6539 24946 + 5 4726 TCONS_00018313 TCONS_00018316;TCONS_00018315;TCONS_00018314;TCONS_00018317
XLOC_009548 scaffold_1647 519 2708 - 1 988 TCONS_00018318 NA
XLOC_009549 scaffold_1647 3054 6594 - 1 1768 TCONS_00018319 NA
XLOC_009550 scaffold_1648 2535 7064 + 1 1551 TCONS_00018320 NA
XLOC_009551 scaffold_1648 9434 16196 + 1 2276 TCONS_00018321 NA
XLOC_009552 scaffold_1648 7294 8362 . 1 1069 TCONS_00018322 NA
XLOC_009553 scaffold_1649 18774 28254 + 4 3455 TCONS_00018324 TCONS_00018323;TCONS_00018325;TCONS_00018326
XLOC_009554 scaffold_1649 29278 34261 + 3 4611 TCONS_00018329 TCONS_00018328;TCONS_00018327
XLOC_009555 scaffold_1649 50221 51445 + 1 828 TCONS_00018330 NA
XLOC_009556 scaffold_1649 51838 53871 + 1 1307 TCONS_00018331 NA
XLOC_009557 scaffold_1649 60216 62931 + 3 1435 TCONS_00018332 TCONS_00018333;TCONS_00018334
XLOC_009558 scaffold_1649 63708 65865 + 1 1257 TCONS_00018335 NA
XLOC_009559 scaffold_1649 66607 67322 + 1 433 TCONS_00018336 NA
XLOC_009560 scaffold_1649 67931 68723 + 1 632 TCONS_00018337 NA
XLOC_009561 scaffold_1649 69151 71993 + 2 1416 TCONS_00018338 TCONS_00018339
XLOC_009562 scaffold_1649 72492 75067 + 2 1225 TCONS_00018340 TCONS_00018341
XLOC_009563 scaffold_1649 76027 77674 + 1 869 TCONS_00018342 NA
XLOC_009564 scaffold_1649 13673 17009 - 5 1637 TCONS_00018343 TCONS_00018344;TCONS_00018345;TCONS_00018346;TCONS_00018347
XLOC_009565 scaffold_1649 30612 46040 - 7 9571 TCONS_00018348 TCONS_00018352;TCONS_00018354;TCONS_00018353;TCONS_00018351;TCONS_00018350;TCONS_00018349
XLOC_009566 scaffold_165 11 32197 - 15 2781 TCONS_00018355 TCONS_00018356;TCONS_00018357;TCONS_00018358;TCONS_00018359;TCONS_00018360;TCONS_00018361;TCONS_00018362;TCONS_00018364;TCONS_00018363;TCONS_00018365;TCONS_00018366;TCONS_00018367;TCONS_00018368;TCONS_00018369
XLOC_009567 scaffold_165 33839 41345 - 1 1674 TCONS_00018370 NA
XLOC_009568 scaffold_165 41810 44602 - 1 1549 TCONS_00018371 NA
XLOC_009569 scaffold_165 4149 4616 . 1 468 TCONS_00018372 NA
XLOC_009570 scaffold_165 30668 31002 . 1 335 TCONS_00018373 NA
XLOC_009571 scaffold_1650 1307 6509 + 1 1852 TCONS_00018374 NA
XLOC_009572 scaffold_1651 4140 23533 + 11 8708 TCONS_00018376 TCONS_00018375;TCONS_00018377;TCONS_00018378;TCONS_00018379;TCONS_00018381;TCONS_00018380;TCONS_00018382;TCONS_00018383;TCONS_00018384;TCONS_00018385
XLOC_009573 scaffold_1651 29177 36165 + 2 3192 TCONS_00018386 TCONS_00018387
XLOC_009574 scaffold_1651 22672 24832 - 1 1754 TCONS_00018388 NA
XLOC_009575 scaffold_1651 27177 28002 - 1 628 TCONS_00018389 NA
XLOC_009576 scaffold_1651 36715 43587 - 14 6441 TCONS_00018392 TCONS_00018394;TCONS_00018396;TCONS_00018398;TCONS_00018399;TCONS_00018397;TCONS_00018395;TCONS_00018393;TCONS_00018391;TCONS_00018390;TCONS_00018400;TCONS_00018401;TCONS_00018402;TCONS_00018403
XLOC_009577 scaffold_1651 43783 46263 - 3 1445 TCONS_00018404 TCONS_00018406;TCONS_00018405
XLOC_009578 scaffold_1651 2798 3312 . 1 515 TCONS_00018407 NA
XLOC_009579 scaffold_1652 2672 7087 - 3 2142 TCONS_00018408 TCONS_00018409;TCONS_00018410
XLOC_009580 scaffold_1652 9550 10854 - 4 764 TCONS_00018413 TCONS_00018414;TCONS_00018412;TCONS_00018411
XLOC_009581 scaffold_1652 14477 18562 . 1 4086 TCONS_00018415 NA
XLOC_009582 scaffold_1653 146 7783 . 1 7638 TCONS_00018416 NA
XLOC_009583 scaffold_1653 21834 23826 . 1 1993 TCONS_00018417 NA
XLOC_009584 scaffold_1653 24185 25603 . 1 1419 TCONS_00018418 NA
XLOC_009585 scaffold_1654 3954 11826 + 1 2148 TCONS_00018419 NA
XLOC_009586 scaffold_1655 1544 5633 - 5 1705 TCONS_00018420 TCONS_00018421;TCONS_00018422;TCONS_00018423;TCONS_00018424
XLOC_009587 scaffold_1655 69 1423 . 1 1355 TCONS_00018425 NA
XLOC_009588 scaffold_1656 15268 23950 + 1 4084 TCONS_00018426 NA
XLOC_009589 scaffold_1656 24559 30185 + 2 2858 TCONS_00018427 TCONS_00018428
XLOC_009590 scaffold_1656 51508 63526 + 1 1706 TCONS_00018429 NA
XLOC_009591 scaffold_1656 24 10232 - 4 2474 TCONS_00018430 TCONS_00018431;TCONS_00018432;TCONS_00018433
XLOC_009592 scaffold_1656 10939 16357 - 1 1911 TCONS_00018434 NA
XLOC_009593 scaffold_1656 30940 42031 - 7 3487 TCONS_00018435 TCONS_00018436;TCONS_00018437;TCONS_00018438;TCONS_00018440;TCONS_00018439;TCONS_00018441
XLOC_009594 scaffold_1656 43187 63526 - 5 2786 TCONS_00018442 TCONS_00018443;TCONS_00018444;TCONS_00018445;TCONS_00018446
XLOC_009595 scaffold_1656 7821 8113 . 1 293 TCONS_00018447 NA
XLOC_009596 scaffold_1658 367 9183 + 3 3382 TCONS_00018448 TCONS_00018449;TCONS_00018450
XLOC_009597 scaffold_1658 9160 15146 - 5 2815 TCONS_00018451 TCONS_00018452;TCONS_00018453;TCONS_00018455;TCONS_00018454
XLOC_009598 scaffold_1658 95 305 . 1 211 TCONS_00018456 NA
XLOC_009599 scaffold_1660 619 16877 + 3 3166 TCONS_00018457 TCONS_00018458;TCONS_00018459
XLOC_009600 scaffold_1660 24149 39020 + 1 5078 TCONS_00018460 NA
XLOC_009601 scaffold_1660 16738 25224 - 4 2070 TCONS_00018461 TCONS_00018462;TCONS_00018463;TCONS_00018464
XLOC_009602 scaffold_1661 1459 64068 - 7 1824 TCONS_00018465 TCONS_00018469;TCONS_00018468;TCONS_00018467;TCONS_00018466;TCONS_00018470;TCONS_00018473
XLOC_009603 scaffold_1661 6596 9824 - 2 861 TCONS_00018472 TCONS_00018471
XLOC_009604 scaffold_1662 150 24725 + 2 4613 TCONS_00018474 TCONS_00018475
XLOC_009605 scaffold_1663 3987 39234 + 4 2733 TCONS_00018476 TCONS_00018477;TCONS_00018478;TCONS_00018479
XLOC_009606 scaffold_1663 89 3346 . 1 3258 TCONS_00018480 NA
XLOC_009607 scaffold_1663 7693 8246 . 1 554 TCONS_00018481 NA
XLOC_009608 scaffold_1663 10629 14911 . 1 4283 TCONS_00018482 NA
XLOC_009609 scaffold_1664 4072 15689 + 1 5104 TCONS_00018483 NA
XLOC_009610 scaffold_1664 677 22927 - 5 2538 TCONS_00018484 TCONS_00018486;TCONS_00018485;TCONS_00018487;TCONS_00018489
XLOC_009611 scaffold_1664 13358 16089 - 1 2480 TCONS_00018488 NA
XLOC_009612 scaffold_1665 177 16269 + 4 3209 TCONS_00018490 TCONS_00018493;TCONS_00018492;TCONS_00018491
XLOC_009613 scaffold_1665 7542 8262 . 1 721 TCONS_00018494 NA
XLOC_009614 scaffold_1665 17134 17749 . 1 616 TCONS_00018495 NA
XLOC_009615 scaffold_1666 250 22211 + 1 20657 TCONS_00018496 NA
XLOC_009616 scaffold_1666 36718 48159 + 3 2919 TCONS_00018498 TCONS_00018497;TCONS_00018499
XLOC_009617 scaffold_1666 61452 68148 + 2 3655 TCONS_00018500 TCONS_00018501
XLOC_009618 scaffold_1666 70426 71707 + 1 1088 TCONS_00018502 NA
XLOC_009619 scaffold_1666 48504 54895 - 4 1528 TCONS_00018503 TCONS_00018505;TCONS_00018504;TCONS_00018506
XLOC_009620 scaffold_1666 66992 69371 - 1 2233 TCONS_00018507 NA
XLOC_009621 scaffold_1666 74868 81582 - 3 5022 TCONS_00018508 TCONS_00018509;TCONS_00018510
XLOC_009622 scaffold_1666 55921 58674 . 1 2754 TCONS_00018511 NA
XLOC_009623 scaffold_1667 1104 8164 - 3 3196 TCONS_00018512 TCONS_00018513;TCONS_00018514
XLOC_009624 scaffold_1667 9412 20407 - 2 4721 TCONS_00018515 TCONS_00018516
XLOC_009625 scaffold_1668 6549 8872 + 4 1048 TCONS_00018517 TCONS_00018520;TCONS_00018519;TCONS_00018518
XLOC_009626 scaffold_1668 1735 2000 . 1 266 TCONS_00018521 NA
XLOC_009627 scaffold_1668 2114 2995 . 1 882 TCONS_00018522 NA
XLOC_009628 scaffold_1668 4337 4972 . 1 636 TCONS_00018523 NA
XLOC_009629 scaffold_1669 3835 9415 - 4 2208 TCONS_00018524 TCONS_00018527;TCONS_00018526;TCONS_00018525
XLOC_009630 scaffold_1669 10998 20319 - 1 775 TCONS_00018528 NA
XLOC_009631 scaffold_1669 2425 3573 . 1 1149 TCONS_00018529 NA
XLOC_009632 scaffold_167 2206 8541 + 1 950 TCONS_00018530 NA
XLOC_009633 scaffold_167 138 1410 . 1 1273 TCONS_00018531 NA
XLOC_009634 scaffold_1670 953 12393 - 1 419 TCONS_00018532 NA
XLOC_009635 scaffold_1671 9155 63391 - 3 3526 TCONS_00018533 TCONS_00018534;TCONS_00018535
XLOC_009636 scaffold_1671 6518 8781 . 1 2264 TCONS_00018536 NA
XLOC_009637 scaffold_1672 98 9854 + 1 1640 TCONS_00018537 NA
XLOC_009638 scaffold_1673 1328 6048 + 3 1370 TCONS_00018538 TCONS_00018540;TCONS_00018539
XLOC_009639 scaffold_1673 10557 17686 + 1 6842 TCONS_00018541 NA
XLOC_009640 scaffold_1673 5473 8496 - 2 2804 TCONS_00018542 TCONS_00018543
XLOC_009641 scaffold_1673 18445 48760 - 16 4303 TCONS_00018544 TCONS_00018545;TCONS_00018547;TCONS_00018546;TCONS_00018549;TCONS_00018548;TCONS_00018552;TCONS_00018551;TCONS_00018550;TCONS_00018553;TCONS_00018554;TCONS_00018555;TCONS_00018556;TCONS_00018557;TCONS_00018558;TCONS_00018559
XLOC_009642 scaffold_1673 669 1026 . 1 358 TCONS_00018560 NA
XLOC_009643 scaffold_1674 4664 8800 - 4 1269 TCONS_00018563 TCONS_00018562;TCONS_00018561;TCONS_00018564
XLOC_009644 scaffold_1676 19646 26129 + 4 1815 TCONS_00018567 TCONS_00018566;TCONS_00018565;TCONS_00018568
XLOC_009645 scaffold_1676 132 18585 - 6 1837 TCONS_00018569 TCONS_00018570;TCONS_00018571;TCONS_00018572;TCONS_00018573;TCONS_00018574
XLOC_009646 scaffold_1676 26849 30601 - 3 1430 TCONS_00018575 TCONS_00018576;TCONS_00018577
XLOC_009647 scaffold_1677 812 15007 + 2 1653 TCONS_00018579 TCONS_00018578
XLOC_009648 scaffold_1678 24371 32177 + 1 1499 TCONS_00018580 NA
XLOC_009649 scaffold_1678 4091 24438 - 10 3192 TCONS_00018582 TCONS_00018581;TCONS_00018583;TCONS_00018585;TCONS_00018584;TCONS_00018586;TCONS_00018587;TCONS_00018588;TCONS_00018590;TCONS_00018589
XLOC_009650 scaffold_1678 2540 3070 . 1 531 TCONS_00018591 NA
XLOC_009651 scaffold_1679 367 37678 - 3 2299 TCONS_00018592 TCONS_00018594;TCONS_00018593
XLOC_009652 scaffold_168 2945 16644 + 1 1070 TCONS_00018595 NA
XLOC_009653 scaffold_1680 7645 34291 + 2 5768 TCONS_00018597 TCONS_00018596
XLOC_009654 scaffold_1681 4013 6347 + 1 1314 TCONS_00018598 NA
XLOC_009655 scaffold_1681 5702 30625 - 5 2647 TCONS_00018599 TCONS_00018602;TCONS_00018601;TCONS_00018600;TCONS_00018603
XLOC_009656 scaffold_1681 31498 33901 - 1 724 TCONS_00018604 NA
XLOC_009657 scaffold_1682 327 15708 + 4 1190 TCONS_00018605 TCONS_00018606;TCONS_00018607;TCONS_00018608
XLOC_009658 scaffold_1682 17003 18061 + 1 543 TCONS_00018609 NA
XLOC_009659 scaffold_1683 1895 10106 + 3 4818 TCONS_00018610 TCONS_00018612;TCONS_00018611
XLOC_009660 scaffold_1683 30682 41021 + 4 3595 TCONS_00018613 TCONS_00018615;TCONS_00018614;TCONS_00018616
XLOC_009661 scaffold_1683 5878 30529 - 4 12671 TCONS_00018618 TCONS_00018617;TCONS_00018620;TCONS_00018619
XLOC_009662 scaffold_1683 39470 42237 - 2 1776 TCONS_00018621 TCONS_00018622
XLOC_009663 scaffold_1684 4075 30764 + 4 7849 TCONS_00018623 TCONS_00018624;TCONS_00018626;TCONS_00018625
XLOC_009664 scaffold_1685 471 10839 - 1 4410 TCONS_00018627 NA
XLOC_009665 scaffold_1687 7571 28350 + 1 5805 TCONS_00018628 NA
XLOC_009666 scaffold_1687 11100 12955 + 1 1534 TCONS_00018629 NA
XLOC_009667 scaffold_1687 33909 67665 + 7 12655 TCONS_00018630 TCONS_00018631;TCONS_00018634;TCONS_00018633;TCONS_00018632;TCONS_00018635;TCONS_00018636
XLOC_009668 scaffold_1687 86125 89817 + 1 3335 TCONS_00018637 NA
XLOC_009669 scaffold_1687 95094 98797 + 1 3362 TCONS_00018638 NA
XLOC_009670 scaffold_1687 99152 103046 + 1 2334 TCONS_00018639 NA
XLOC_009671 scaffold_1687 103136 108625 + 1 5361 TCONS_00018640 NA
XLOC_009672 scaffold_1687 116115 121751 + 3 3378 TCONS_00018641 TCONS_00018642;TCONS_00018643
XLOC_009673 scaffold_1687 30651 33454 - 1 2441 TCONS_00018644 NA
XLOC_009674 scaffold_1687 35716 42031 - 5 3391 TCONS_00018646 TCONS_00018645;TCONS_00018647;TCONS_00018648;TCONS_00018649
XLOC_009675 scaffold_1687 64621 68932 - 3 3805 TCONS_00018652 TCONS_00018651;TCONS_00018650
XLOC_009676 scaffold_1687 73706 87414 - 7 11182 TCONS_00018655 TCONS_00018654;TCONS_00018653;TCONS_00018658;TCONS_00018659;TCONS_00018657;TCONS_00018656
XLOC_009677 scaffold_1687 88390 94778 - 6 5032 TCONS_00018660 TCONS_00018661;TCONS_00018662;TCONS_00018664;TCONS_00018663;TCONS_00018665
XLOC_009678 scaffold_1687 106994 116039 - 2 3271 TCONS_00018666 TCONS_00018667
XLOC_009679 scaffold_1687 120151 122825 - 1 2047 TCONS_00018668 NA
XLOC_009680 scaffold_1687 130886 143928 - 3 1608 TCONS_00018670 TCONS_00018669;TCONS_00018671
XLOC_009681 scaffold_1687 71248 73595 . 1 2348 TCONS_00018672 NA
XLOC_009682 scaffold_1688 1299 6436 + 1 1440 TCONS_00018673 NA
XLOC_009683 scaffold_1689 455 21417 + 3 5508 TCONS_00018674 TCONS_00018676;TCONS_00018675
XLOC_009684 scaffold_1689 32484 34803 + 1 2217 TCONS_00018677 NA
XLOC_009685 scaffold_1689 22337 32099 - 5 4000 TCONS_00018679 TCONS_00018678;TCONS_00018680;TCONS_00018681;TCONS_00018682
XLOC_009686 scaffold_1689 38269 45649 - 4 1246 TCONS_00018683 TCONS_00018684;TCONS_00018685;TCONS_00018686
XLOC_009687 scaffold_169 136 5322 + 1 1320 TCONS_00018687 NA
XLOC_009688 scaffold_1690 20667 25675 + 1 1907 TCONS_00018688 NA
XLOC_009689 scaffold_1690 4130 8689 - 3 2244 TCONS_00018689 TCONS_00018690;TCONS_00018691
XLOC_009690 scaffold_1690 9378 14960 - 1 2716 TCONS_00018692 NA
XLOC_009691 scaffold_1690 15407 16830 - 3 1424 TCONS_00018693 TCONS_00018694;TCONS_00018695
XLOC_009692 scaffold_1690 2046 3832 . 1 1787 TCONS_00018696 NA
XLOC_009693 scaffold_1691 1585 14751 - 6 1495 TCONS_00018697 TCONS_00018698;TCONS_00018699;TCONS_00018701;TCONS_00018700;TCONS_00018702
XLOC_009694 scaffold_1691 15 957 . 1 943 TCONS_00018703 NA
XLOC_009695 scaffold_1692 694 6471 + 2 1560 TCONS_00018704 TCONS_00018705
XLOC_009696 scaffold_1692 7539 7866 . 1 328 TCONS_00018706 NA
XLOC_009697 scaffold_1693 3477 16351 + 3 1583 TCONS_00018709 TCONS_00018708;TCONS_00018707
XLOC_009698 scaffold_1694 9566 17425 - 3 4695 TCONS_00018712 TCONS_00018711;TCONS_00018710
XLOC_009699 scaffold_1694 396 5243 . 1 4848 TCONS_00018713 NA
XLOC_009700 scaffold_1694 5344 6792 . 1 1449 TCONS_00018714 NA
XLOC_009701 scaffold_1695 824 6596 + 3 2622 TCONS_00018716 TCONS_00018715;TCONS_00018717
XLOC_009702 scaffold_1695 20849 25830 + 3 1500 TCONS_00018718 TCONS_00018719;TCONS_00018720
XLOC_009703 scaffold_1695 25959 30522 + 1 3081 TCONS_00018721 NA
XLOC_009704 scaffold_1695 2289 5928 - 1 1738 TCONS_00018722 NA
XLOC_009705 scaffold_1695 19817 21649 - 1 910 TCONS_00018723 NA
XLOC_009706 scaffold_1695 31276 38460 - 6 3635 TCONS_00018724 TCONS_00018725;TCONS_00018726;TCONS_00018727;TCONS_00018728;TCONS_00018729
